,name,mana_cost,cmc,oracle_text,power,toughness,prices,set
9924,Fiend Hunter,{1}{W}{W},3.0,When This Card enters the battlefield  you may exile another target creature. When This Card leaves the battlefield  return the exiled card to the battlefield under its owner's control.,1,3,0.19,uma
9925,Gempalm Avenger,{5}{W},6.0,Cycling {2}{W} ({2}{W}  Discard this card: Draw a card.) When you cycle This Card  Soldier creatures get +1/+1 and gain first strike until end of turn.,3,5,0.07,ddo
9926,Jukai Trainee,{1}{G},2.0,Whenever This Card blocks or becomes blocked  it gets +1/+1 until end of turn.,2,2,0.03,neo
9927,Spellbreaker Behemoth,{1}{R}{G}{G},4.0,This spell can't be countered. Creature spells you control with power 5 or greater can't be countered.,5,5,0.70,c13
9928,Azorius Justiciar,{2}{W}{W},4.0,When This Card enters the battlefield  detain up to two target creatures your opponents control. (Until your next turn  those creatures can't attack or block and their activated abilities can't be activated.),2,2,0.08,rtr
9929,Fumiko the Lowblood,{2}{R}{R},4.0,This Card has bushido X  where X is the number of attacking creatures. (Whenever this creature blocks or becomes blocked  it gets +X/+X until end of turn.) Creatures your opponents control attack each combat if able.,3,2,0.26,c20
9930,Thirsting Shade,{B},1.0,Lifelink {2}{B}: This Card gets +1/+1 until end of turn.,1,1,0.03,rna
9931,Barkweave Crusher,{3}{G},4.0,Enlist (As this creature attacks  you may tap a nonattacking creature you control without summoning sickness. When you do  add its power to this creature's until end of turn.),2,5,0.02,dmu
9932,"Shigeki, Jukai Visionary",{1}{G},2.0,{1}{G}  {T}  Return This Card to its owner's hand: Reveal the top four cards of your library. You may put a land card from among them onto the battlefield tapped. Put the rest into your graveyard. Channel — {X}{X}{G}{G}  Discard Shigeki: Return X target nonlegendary cards from your graveyard to your hand.,1,3,0.20,neo
9933,Kalonian Twingrove,{5}{G},6.0,"This Card's power and toughness are each equal to the number of Forests you control. When This Card enters the battlefield  create a green Treefolk Warrior creature token with ""This creature's power and toughness are each equal to the number of Forests you control.""",*,*,0.32,m15
9934,Cultbrand Cinder,{4}{B/R},5.0,When This Card enters the battlefield  put a -1/-1 counter on target creature.,3,3,0.10,shm
9935,Quakefoot Cyclops,{4}{R},5.0,When This Card enters the battlefield  up to two target creatures can't block this turn. Cycling {1}{R} ({1}{R}  Discard this card: Draw a card.) When you cycle This Card  target creature can't block this turn.,4,4,0.03,mh1
9936,Minotaur Sureshot,{2}{R},3.0,Reach (This creature can block creatures with flying.) {1}{R}: This Card gets +1/+0 until end of turn.,2,3,0.04,jmp
9937,"Jaya Ballard, Task Mage",{1}{R}{R},3.0,{R}  {T}  Discard a card: Destroy target blue permanent. {1}{R}  {T}  Discard a card: This Card deals 3 damage to any target. A creature dealt damage this way can't be regenerated this turn. {5}{R}{R}  {T}  Discard a card: Jaya Ballard deals 6 damage to each creature and each player.,2,2,0.22,tsr
9938,Dwarven Bloodboiler,{R}{R}{R},3.0,Tap an untapped Dwarf you control: Target creature gets +2/+0 until end of turn.,2,2,7.12,jud
9939,Soulgorger Orgg,{3}{R}{R},5.0,Trample When This Card enters the battlefield  you lose all but 1 life. When This Card leaves the battlefield  you gain life equal to the life you lost when it entered the battlefield.,6,6,0.68,jud
9940,"Mangara, the Diplomat",{3}{W},4.0,Lifelink Whenever an opponent attacks with creatures  if two or more of those creatures are attacking you and/or planeswalkers you control  draw a card. Whenever an opponent casts their second spell each turn  draw a card.,2,4,13.18,m21
9941,Skirk Volcanist,{3}{R},4.0,Morph—Sacrifice two Mountains. (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) When This Card is turned face up  it deals 3 damage divided as you choose among one  two  or three target creatures.,3,1,0.09,scg
9942,Qasali Ambusher,{1}{G}{W},3.0,Reach If a creature is attacking you and you control a Forest and a Plains  you may cast This Card without paying its mana cost and as though it had flash.,2,3,1.13,ala
9943,Ornery Goblin,{1}{R},2.0,Whenever This Card blocks or becomes blocked by a creature  This Card deals 1 damage to that creature.,2,1,0.02,jmp
9944,Phantasmal Dreadmaw,{2}{U}{U},4.0,Trample When This Card becomes the target of a spell or ability  sacrifice it.,6,6,0.02,mh2
9945,Heavenly Qilin,{2}{W},3.0,Flying (This creature can't be blocked except by creatures with flying or reach.) Whenever This Card attacks  another target creature you control gains flying until end of turn.,2,2,0.13,gs1
9946,"K'rrik, Son of Yawgmoth",{4}{B/P}{B/P}{B/P},7.0,({B/P} can be paid with either {B} or 2 life.) Lifelink For each {B} in a cost  you may pay 2 life rather than pay that mana. Whenever you cast a black spell  put a +1/+1 counter on This Card.,2,2,13.60,c19
9947,Thermal Glider,{2}{W},3.0,Flying  protection from red,2,1,0.09,mmq
9948,Viashino Sandstalker,{1}{R}{R},3.0,Haste (This creature can attack and {T} as soon as it comes under your control.) At the beginning of the end step  return This Card to its owner's hand. (Return it only if it's on the battlefield.),4,2,0.07,9ed
9949,Priest of the Wakening Sun,{W},1.0,At the beginning of your upkeep  you may reveal a Dinosaur card from your hand. If you do  you gain 2 life. {3}{W}{W}  Sacrifice This Card: Search your library for a Dinosaur card  reveal it  put it into your hand  then shuffle.,1,1,0.21,xln
9950,Liliana's Steward,{B},1.0,{T}  Sacrifice This Card: Target opponent discards a card. Activate only as a sorcery.,1,2,0.06,m21
9951,Flowstone Crusher,{3}{R}{R},5.0,{R}: This Card gets +1/-1 until end of turn.,4,4,0.10,9ed
9952,Court Archers,{2}{G},3.0,Reach (This creature can block creatures with flying.) Exalted (Whenever a creature you control attacks alone  that creature gets +1/+1 until end of turn.),1,3,0.11,ala
9953,Infernal Spawn of Infernal Spawn of Evil,{8}{B}{B},10.0,"Flying  first strike  trample Once each turn  while you're searching your library  you may pay {1}{B}  reveal This Card from your library and say ""I'm coming  too!"" If you do  This Card deals 2 damage to a player of your choice.",8,8,0.20,und
9954,Wicker Witch,{3},3.0,_,3,1,0.11,soi
9955,Runewing,{3}{U},4.0,Flying When This Card dies  draw a card.,2,2,0.02,rtr
9956,Dwarven Berserker,{1}{R},2.0,Whenever This Card becomes blocked  it gets +3/+0 and gains trample until end of turn.,1,1,0.23,wth
9957,"Bladewing, Deathless Tyrant",{5}{B}{R},7.0,Flying  haste Whenever This Card deals combat damage to a player or planeswalker  for each creature card in your graveyard  create a 2/2 black Zombie Knight creature token with menace.,6,6,1.73,dmc
9958,Nettle Drone,{2}{R},3.0,Devoid (This card has no color.) {T}: This Card deals 1 damage to each opponent. Whenever you cast a colorless spell  untap This Card.,3,1,0.25,bfz
9959,Urban Daggertooth,{2}{G}{G},4.0,Vigilance Enrage — Whenever This Card is dealt damage  proliferate. (Choose any number of permanents and/or players  then give each another counter of each kind already there.),4,3,0.03,mh2
9960,Bloodfire Colossus,{6}{R}{R},8.0,{R}  Sacrifice This Card: It deals 6 damage to each creature and each player.,6,6,0.23,ddi
9961,Tomb Robber,{2}{B},3.0,Menace {1}  Discard a card: This Card explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise  put a +1/+1 counter on this creature  then put the card back or put it into your graveyard.),1,1,0.17,rix
9962,Lord of the Unreal,{U}{U},2.0,Illusion creatures you control get +1/+1 and have hexproof. (They can't be the targets of spells or abilities your opponents control.),2,2,0.98,m12
9963,Loyal Warhound,{1}{W},2.0,Vigilance When This Card enters the battlefield  if an opponent controls more lands than you  search your library for a basic Plains card  put it onto the battlefield tapped  then shuffle.,3,1,0.30,afr
9964,Veteran Swordsmith,{2}{W},3.0,Other Soldier creatures you control get +1/+0.,3,2,0.17,ddo
9965,Tajuru Beastmaster,{5}{G},6.0,Rally — Whenever This Card or another Ally enters the battlefield under your control  creatures you control get +1/+1 until end of turn.,5,5,0.02,bfz
9966,Lord of Atlantis,{U}{U},2.0,Other Merfolk get +1/+1 and have islandwalk. (They can't be blocked as long as defending player controls an Island.),2,2,17.80,tsb
9967,Spiraling Duelist,{2}{R}{R},4.0,Metalcraft — This Card has double strike as long as you control three or more artifacts.,3,1,0.06,mbs
9968,Domesticated Mammoth,{1}{G},2.0,This Card enters the battlefield with a token copy of Pacifism attached to it.,5,4,0.29,cmb2
9969,"Depala, Pilot Exemplar",{1}{R}{W},3.0,Other Dwarves you control get +1/+1. Each Vehicle you control gets +1/+1 as long as it's a creature. Whenever This Card becomes tapped  you may pay {X}. If you do  reveal the top X cards of your library  put all Dwarf and Vehicle cards from among them into your hand  then put the rest on the bottom of your library in a random order.,3,3,0.21,kld
9970,Hormagaunt Horde,{X}{G},1.0,Ravenous (This creature enters the battlefield with X +1/+1 counters on it. If X is 5 or more  draw a card when it enters.) Endless Swarm — Whenever a land enters the battlefield under your control  you may pay {2}{G}. If you do  return This Card from your graveyard to your hand.,1,1,0.32,40k
9971,Wall of Distortion,{2}{B}{B},4.0,Defender (This creature can't attack.) {2}{B}  {T}: Target player discards a card. Activate only as a sorcery.,1,3,0.09,mmq
9972,"Gale, Waterdeep Prodigy",{2}{U},3.0,Whenever you cast an instant or sorcery spell from your hand  you may cast up to one target card of the other type from your graveyard. If a spell cast from your graveyard this way would be put into your graveyard  exile it instead. Choose a Background (You can have a Background as a second commander.),1,3,0.22,clb
9973,Soldier,_,0.0,_,1,1,0.14,tbng
9974,Angelic Curator,{1}{W},2.0,Flying  protection from artifacts,1,1,0.06,mh2
9975,Stoic Builder,{2}{G},3.0,When This Card enters the battlefield  you may return target land card from your graveyard to your hand.,2,3,0.05,soi
9976,Avalanche Tusker,{2}{G}{U}{R},5.0,Whenever This Card attacks  target creature defending player controls blocks it this combat if able.,6,4,0.10,ktk
9977,"Rebbec, Architect of Ascension",{3}{W},4.0,Artifacts you control have protection from each mana value among artifacts you control. Partner (You can have two commanders if both have partner.),3,4,0.16,cmr
9978,Stone-Seeder Hierophant,{2}{G}{G},4.0,Landfall — Whenever a land enters the battlefield under your control  untap This Card. {T}: Untap target land.,1,1,0.27,rav
9979,Scion of the Swarm,{3}{B}{B},5.0,Flying Whenever you gain life  put a +1/+1 counter on This Card.,3,3,0.06,znr
9980,Wave of Rats,{3}{B},4.0,"Trample When This Card dies  if it dealt combat damage to a player this turn  return it to the battlefield under its owner's control. Blitz {4}{B} (If you cast this spell for its blitz cost  it gains haste and ""When this creature dies  draw a card."" Sacrifice it at the beginning of the next end step.)",4,2,0.26,ncc
9981,Sacred Wolf,{2}{G},3.0,Hexproof (This creature can't be the target of spells or abilities your opponents control.),3,1,0.11,m12
9982,Realm Seekers,{4}{G}{G},6.0,This Card enters the battlefield with X +1/+1 counters on it  where X is the total number of cards in all players' hands. {2}{G}  Remove a +1/+1 counter from This Card: Search your library for a land card  reveal it  put it into your hand  then shuffle.,0,0,0.42,c16
9983,Faerie Duelist,{1}{U},2.0,Flash Flying When This Card enters the battlefield  target creature an opponent controls gets -2/-0 until end of turn.,1,2,0.06,rna
9984,Slitherwisp,{U}{B}{B},3.0,Flash Whenever you cast another spell that has flash  you draw a card and each opponent loses 1 life.,3,2,0.18,iko
9985,Ghastly Death Tyrant,{4}{B}{B},6.0,When This Card enters the battlefield  choose one — • Disintegration Ray — Destroy target enchantment an opponent controls. You lose life equal to its mana value. • Death Ray — Creatures you control gain deathtouch until end of turn.,6,5,0.03,clb
9986,Disease Carriers,{2}{B}{B},4.0,When This Card dies  target creature gets -2/-2 until end of turn.,2,2,0.12,uds
9987,Draugr Necromancer,{3}{B},4.0,If a nontoken creature an opponent controls would die  exile that card with an ice counter on it instead. You may cast spells from among cards in exile your opponents own with ice counters on them  and you may spend mana from snow sources as though it were mana of any color to cast those spells.,4,4,0.23,khm
9988,Gala Greeters,{1}{G},2.0,Alliance — Whenever another creature enters the battlefield under your control  choose one that hasn't been chosen this turn — • Put a +1/+1 counter on This Card. • Create a tapped Treasure token. • You gain 2 life.,1,1,0.88,snc
9989,Undercity Informer,{2}{B},3.0,{1}  Sacrifice a creature: Target player reveals cards from the top of their library until they reveal a land card  then puts those cards into their graveyard.,2,3,0.28,gtc
9990,"Cazur, Ruthless Stalker",{3}{G},4.0,Partner with Ukkima  Stalking Shadow (When this creature enters the battlefield  target player may put Ukkima into their hand from their library  then shuffle.) Whenever a creature you control deals combat damage to a player  put a +1/+1 counter on that creature.,3,3,0.61,c20
9991,Kytheon's Irregulars,{2}{W}{W},4.0,Renown 1 (When this creature deals combat damage to a player  if it isn't renowned  put a +1/+1 counter on it and it becomes renowned.) {W}{W}: Tap target creature.,4,3,0.13,gn2
9992,Outrider of Jhess,{3}{U},4.0,Exalted (Whenever a creature you control attacks alone  that creature gets +1/+1 until end of turn.),2,2,0.03,ala
