,name,mana_cost,cmc,oracle_text,prices,set,rarity
8742,Rout,{3}{W}{W},5.0,You may cast This Card as though it had flash if you pay {2} more to cast it. (You may cast it any time you could cast an instant.) Destroy all creatures. They can't be regenerated.,0.22,c21,2
8743,Secure the Scene,{4}{W},5.0,Exile target nonland permanent. Its controller creates a 1/1 white Soldier creature token.,0.01,m21,0
8744,Aretopolis,_,0.0,When you planeswalk to This Card or at the beginning of your upkeep  put a scroll counter on This Card  then you gain life equal to the number of scroll counters on it. When This Card has ten or more scroll counters on it  planeswalk. Whenever you roll {CHAOS}  put a scroll counter on This Card  then draw cards equal to the number of scroll counters on it.,1.22,opca,0
8745,Fires of Victory,{1}{R},2.0,Kicker {2}{U} (You may pay an additional {2}{U} as you cast this spell.) If this spell was kicked  draw a card. This Card deals damage to target creature or planeswalker equal to the number of cards in your hand.,0.06,dmu,1
8746,Mask of Memory,{2},2.0,Whenever equipped creature deals combat damage to a player  you may draw two cards. If you do  discard a card. Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.),0.18,cmr,1
8747,Ojutai Monument,{3},3.0,{T}: Add {W} or {U}. {4}{W}{U}: This Card becomes a 4/4 white and blue Dragon artifact creature with flying until end of turn.,0.19,dtk,1
8748,Burrowing,{R},1.0,Enchant creature Enchanted creature has mountainwalk. (It can't be blocked as long as defending player controls a Mountain.),0.26,6ed,1
8749,Reincarnation,{1}{G}{G},3.0,Choose target creature. When that creature dies this turn  return a creature card from its owner's graveyard to the battlefield under the control of that creature's owner.,0.79,c13,1
8750,Master's Call,{2}{W},3.0,Create two 1/1 colorless Myr artifact creature tokens.,0.12,mbs,0
8751,Rootgrapple,{4}{G},5.0,Destroy target noncreature permanent. If you control a Treefolk  draw a card.,0.17,lrw,0
8752,Abolish,{1}{W}{W},3.0,You may discard a Plains card rather than pay this spell's mana cost. Destroy target artifact or enchantment.,0.29,ddf,1
8753,Curtain of Light,{1}{W},2.0,Cast this spell only during combat after blockers are declared. Target unblocked attacking creature becomes blocked. (This spell works on creatures that can't be blocked.) Draw a card.,0.14,sok,0
8754,Awesome Presence,{U},1.0,Enchant creature Enchanted creature can't be blocked unless defending player pays {3} for each creature they control that's blocking it.,0.17,all,0
8755,Finale of Promise,{X}{R}{R},2.0,You may cast up to one target instant card and/or up to one target sorcery card from your graveyard each with mana value X or less without paying their mana costs. If a spell cast this way would be put into your graveyard  exile it instead. If X is 10 or more  copy each of those spells twice. You may choose new targets for the copies.,1.72,war,3
8756,Goblin Lore,{1}{R},2.0,Draw four cards  then discard three cards at random.,0.26,jmp,1
8757,Schismotivate,{1}{U}{R},3.0,Target creature gets +4/+0 until end of turn. Another target creature gets -4/-0 until end of turn.,0.13,gpt,1
8758,Fool's Demise,{4}{U},5.0,Enchant creature When enchanted creature dies  return that card to the battlefield under your control. When This Card is put into a graveyard from the battlefield  return This Card to its owner's hand.,0.21,c14,1
8759,Remand,{1}{U},2.0,Counter target spell. If that spell is countered this way  put it into its owner's hand instead of into that player's graveyard. Draw a card.,1.16,mm2,1
8760,Fortunate Few,{3}{W}{W},5.0,Choose a nonland permanent you don't control  then each other player chooses a nonland permanent they don't control that hasn't been chosen this way. Destroy all other nonland permanents.,0.33,c17,2
8761,Tidy Conclusion,{3}{B}{B},5.0,Destroy target creature. You gain 1 life for each artifact you control.,0.06,kld,0
8762,Ultimate Price,{1}{B},2.0,Destroy target monocolored creature.,0.11,dtk,1
8763,Ascent of the Worthy,{1}{W}{B},3.0,(As this Saga enters and after your draw step  add a lore counter. Sacrifice after III.) I  II — Choose a creature you control. Until your next turn  all damage that would be dealt to creatures you control is dealt to that creature instead. III — Return target creature card from your graveyard to the battlefield with a flying counter on it. That creature is an Angel Warrior in addition to its other types.,0.05,khm,1
8764,Unbridled Growth,{G},1.0,"Enchant land Enchanted land has ""{T}: Add one mana of any color."" Sacrifice This Card: Draw a card.",0.07,aer,0
8765,Dragonstorm,{8}{R},9.0,Search your library for a Dragon permanent card  put it onto the battlefield  then shuffle. Storm (When you cast this spell  copy it for each spell cast before it this turn.),4.18,mma,2
8766,Tentative Connection,{3}{R},4.0,This spell costs {3} less to cast if you control a creature with menace. Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn.,0.03,iko,0
8767,Intercessor's Arrest,{2}{W},3.0,Enchant permanent Enchanted permanent can't attack  block  or crew Vehicles. Its activated abilities can't be activated unless they're mana abilities.,0.02,neo,0
8768,Scare Tactics,{B},1.0,Creatures you control get +1/+0 until end of turn.,0.14,exo,0
8769,Circle of Protection: Blue,{1}{W},2.0,{1}: The next time a blue source of your choice would deal damage to you this turn  prevent that damage.,0.13,8ed,1
8770,Cyclonic Rift,{1}{U},2.0,"Return target nonland permanent you don't control to its owner's hand. Overload {6}{U} (You may cast this spell for its overload cost. If you do  change its text by replacing all instances of ""target"" with ""each."")",38.44,2xm,2
8771,Soulscour,{7}{W}{W}{W},10.0,Destroy all nonartifact permanents.,0.43,dst,2
8772,Kami's Flare,{1}{R},2.0,This Card deals 3 damage to target creature or planeswalker. This Card also deals 2 damage to that permanent's controller if you control a modified creature. (Equipment  Auras you control  and counters are modifications.),0.05,neo,0
8773,Cover of Darkness,{1}{B},2.0,As This Card enters the battlefield  choose a creature type. Creatures of the chosen type have fear. (They can't be blocked except by artifact creatures and/or black creatures.),38.84,ons,2
8774,Staff of Domination,{3},3.0,{1}: Untap This Card. {2}  {T}: You gain 1 life. {3}  {T}: Untap target creature. {4}  {T}: Tap target creature. {5}  {T}: Draw a card.,2.83,cmr,2
8775,Instrument of the Bards,{G},1.0,At the beginning of your upkeep  you may put a harmony counter on This Card. {3}{G}  {T}: Search your library for a creature card with mana value equal to the number of harmony counters on This Card  reveal it  and put it into your hand. If that card is legendary  create a Treasure token. Then shuffle.,0.21,afr,2
8776,Lofty Denial,{1}{U},2.0,Counter target spell unless its controller pays {1}. If you control a creature with flying  counter that spell unless its controller pays {4} instead.,0.14,m21,0
8777,Sword of the Animist,{2},2.0,Equipped creature gets +1/+1. Whenever equipped creature attacks  you may search your library for a basic land card  put it onto the battlefield tapped  then shuffle. Equip {2},7.79,afc,2
8778,Nefarious Lich,{B}{B}{B}{B},4.0,If damage would be dealt to you  exile that many cards from your graveyard instead. If you can't  you lose the game. If you would gain life  draw that many cards instead. When This Card leaves the battlefield  you lose the game.,2.0,ody,2
8779,Dawn of Hope,{1}{W},2.0,Whenever you gain life  you may pay {2}. If you do  draw a card. {3}{W}: Create a 1/1 white Soldier creature token with lifelink.,2.87,grn,2
8780,Chain of Silence,{1}{W},2.0,Prevent all damage target creature would deal this turn. That creature's controller may sacrifice a land. If the player does  they may copy this spell and may choose a new target for that copy.,0.1,ons,1
8781,Cinderclasm,{1}{R},2.0,Kicker {R} (You may pay an additional {R} as you cast this spell.) This Card deals 1 damage to each creature. If it was kicked  it deals 2 damage to each creature instead.,0.04,znr,1
8782,Swift Maneuver,{1}{W},2.0,Prevent the next 2 damage that would be dealt to any target this turn. Draw a card at the beginning of the next turn's upkeep.,0.08,csp,0
8783,Mystic Meditation,{3}{U},4.0,Draw three cards. Then discard two cards unless you discard a creature card.,0.07,dtk,0
8784,Dark Remedy,{1}{B},2.0,Target creature gets +1/+3 until end of turn.,0.14,m20,0
8785,Behold the Multiverse,{3}{U},4.0,Scry 2  then draw two cards. Foretell {1}{U} (During your turn  you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.),0.14,khm,0
8786,Nimbus Maze,_,0.0,{T}: Add {C}. {T}: Add {W}. Activate only if you control an Island. {T}: Add {U}. Activate only if you control a Plains.,1.46,afc,2
8787,Reckless Rage,{R},1.0,This Card deals 4 damage to target creature you don't control and 2 damage to target creature you control.,1.84,rix,1
8788,Waste Away,{4}{B},5.0,As an additional cost to cast this spell  discard a card. Target creature gets -5/-5 until end of turn.,0.09,tor,0
8789,Freyalise's Radiance,{1}{G},2.0,Cumulative upkeep {2} (At the beginning of your upkeep  put an age counter on this permanent  then sacrifice it unless you pay its upkeep cost for each age counter on it.) Snow permanents don't untap during their controllers' untap steps.,0.26,csp,1
8790,Quest for Ancient Secrets,{U},1.0,Whenever a card is put into your graveyard from anywhere  you may put a quest counter on This Card. Remove five quest counters from This Card and sacrifice it: Target player shuffles their graveyard into their library.,0.13,zen,1
8791,Clifftop Retreat,_,0.0,This Card enters the battlefield tapped unless you control a Mountain or a Plains. {T}: Add {R} or {W}.,5.23,dom,2
8792,Rime Transfusion,{1}{B},2.0,"Enchant creature Enchanted creature gets +2/+1 and has ""{S}: This creature can't be blocked this turn except by snow creatures."" ({S} can be paid with one mana from a snow source.)",2.05,csp,1
8793,Oko's Hospitality,{3}{G}{U},5.0,Creatures you control have base power and toughness 3/3 until end of turn. You may search your library and/or graveyard for a card named Oko  the Trickster  reveal it  and put it into your hand. If you search your library this way  shuffle.,0.08,eld,2
8794,Sangrite Surge,{4}{R}{G},6.0,Target creature gets +3/+3 and gains double strike until end of turn.,0.06,ala,1
8795,Test of Talents,{1}{U},2.0,Counter target instant or sorcery spell. Search its controller's graveyard  hand  and library for any number of cards with the same name as that spell and exile them. That player shuffles  then draws a card for each card exiled from their hand this way.,0.16,stx,1
8796,Revelsong Horn,{2},2.0,{1}  {T}  Tap an untapped creature you control: Target creature gets +1/+1 until end of turn.,0.05,shm,1
8797,Zealous Strike,{1}{W},2.0,Target creature gets +2/+2 and gains first strike until end of turn.,0.05,cn2,0
8798,Snow-Covered Swamp,_,0.0,({T}: Add {B}.),0.39,khm,0
8799,Sleeper's Robe,{U}{B},2.0,Enchant creature Enchanted creature has fear. (It can't be blocked except by artifact creatures and/or black creatures.) Whenever enchanted creature deals combat damage to an opponent  you may draw a card.,0.26,inv,1
8800,Desperate Gambit,{R},1.0,Choose a source you control and flip a coin. If you win the flip  the next time that source would deal damage this turn  it deals double that damage instead. If you lose the flip  the next time it would deal damage this turn  prevent that damage.,0.29,wth,1
8801,Mind Bend,{U},1.0,"Change the text of target permanent by replacing all instances of one color word with another or one basic land type with another. (For example  you may change ""nonblack creature"" to ""nongreen creature"" or ""forestwalk"" to ""islandwalk."" This effect lasts indefinitely.)",0.44,10e,2
8802,Leechridden Swamp,_,0.0,({T}: Add {B}.) This Card enters the battlefield tapped. {B}  {T}: Each opponent loses 1 life. Activate only if you control two or more black permanents.,1.68,ddr,1
8803,Brilliant Plan,{4}{U},5.0,Draw three cards.,0.1,gs1,1
8804,Relic Axe,{2},2.0,When This Card enters the battlefield  attach it to target creature you control. Equipped creature gets +1/+1. If it's a Warrior  it gets +2/+1 instead. Equip {2},0.05,znr,1
8805,Truga Jungle,_,0.0,"All lands have ""{T}: Add one mana of any color."" Whenever you roll {CHAOS}  reveal the top three cards of your library. Put all land cards revealed this way into your hand and the rest on the bottom of your library in any order.",1.2,opca,0
