,name,mana_cost,cmc,oracle_text,power,toughness,prices,set,rarity
9073,Hostility,{3}{R}{R}{R},6.0,Haste If a spell you control would deal damage to an opponent  prevent that damage. Create a 3/1 red Elemental Shaman creature token with haste for each 1 damage prevented this way. When This Card is put into a graveyard from anywhere  shuffle it into its owner's library.,6.0,6.0,0.19,cm2,2
9074,Havoc Devils,{2}{R}{R},4.0,Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.),4.0,3.0,0.03,m19,0
9075,Rescuer Chwinga,{1}{W},2.0,Flash Natural Shelter — When This Card enters the battlefield  you may return another permanent you control to its owner's hand.,2.0,2.0,0.11,clb,1
9076,Festerhide Boar,{3}{G},4.0,Trample Morbid — This Card enters the battlefield with two +1/+1 counters on it if a creature died this turn.,3.0,3.0,0.07,ddm,0
9077,"Lozhan, Dragons' Legacy",{3}{U}{R},5.0,Flying Whenever you cast an Adventure or Dragon spell  This Card deals damage equal to that spell's mana value to any target that isn't a commander.,4.0,2.0,0.19,clb,1
9078,Rotting Fensnake,{3}{B},4.0,_,5.0,1.0,0.07,isd,0
9079,Faceless Devourer,{2}{B},3.0,Shadow (This creature can block or be blocked by only creatures with shadow.) When This Card enters the battlefield  exile another target creature with shadow. When This Card leaves the battlefield  return the exiled card to the battlefield under its owner's control.,2.0,1.0,0.03,tsr,1
9080,Sunblade Angel,{5}{W},6.0,Flying  first strike  vigilance  lifelink,3.0,3.0,0.11,war,1
9081,Vengeful Warchief,{4}{B},5.0,Whenever you lose life for the first time each turn  put a +1/+1 counter on This Card. (Damage causes loss of life.),4.0,4.0,0.04,m20,1
9082,Bramblewood Paragon,{1}{G},2.0,Each other Warrior creature you control enters the battlefield with an additional +1/+1 counter on it. Each creature you control with a +1/+1 counter on it has trample.,2.0,2.0,1.1,mor,1
9083,Demon of Death's Gate,{6}{B}{B}{B},9.0,You may pay 6 life and sacrifice three black creatures rather than pay this spell's mana cost. Flying  trample,9.0,9.0,7.12,m11,3
9084,"Rionya, Fire Dancer",{3}{R}{R},5.0,At the beginning of combat on your turn  create X tokens that are copies of another target creature you control  where X is one plus the number of instant and sorcery spells you've cast this turn. They gain haste. Exile them at the beginning of the next end step.,3.0,4.0,0.7,c21,2
9085,Merfolk Mistbinder,{G}{U},2.0,Other Merfolk you control get +1/+1.,2.0,2.0,0.36,rix,1
9086,Puresteel Angel,{8},8.0,"Flying  indestructible When This Card enters the battlefield  exile all artifacts that aren't colorless. Whenever This Card deals combat damage to a player  you get an emblem with ""If you would lose the game  instead your life total becomes 20  shuffle your graveyard into your library  you lose all poison counters  and you lose this emblem.""",4.0,4.0,0.57,plist,2
9087,Augury Adept,{1}{W/U}{W/U},3.0,Whenever This Card deals combat damage to a player  reveal the top card of your library and put that card into your hand. You gain life equal to its mana value.,2.0,2.0,0.25,c13,2
9088,Silumgar Sorcerer,{1}{U}{U},3.0,Flash (You may cast this spell any time you could cast an instant.) Flying Exploit (When this creature enters the battlefield  you may sacrifice a creature.) When This Card exploits a creature  counter target creature spell.,2.0,1.0,0.13,dtk,1
9089,Augur of Bolas,{1}{U},2.0,When This Card enters the battlefield  look at the top three cards of your library. You may reveal an instant or sorcery card from among them and put it into your hand. Put the rest on the bottom of your library in any order.,1.0,3.0,0.18,war,1
9090,Dakmor Sorceress,{5}{B},6.0,This Card's power is equal to the number of Swamps you control.,4.0,4.0,4.38,s99,2
9091,Entropic Eidolon,{3}{B},4.0,{B}  Sacrifice This Card: Target player loses 1 life and you gain 1 life. Whenever you cast a multicolored spell  you may return This Card from your graveyard to your hand.,2.0,2.0,0.08,dis,0
9092,Alesha's Vanguard,{3}{B},4.0,Dash {2}{B} (You may cast this spell for its dash cost. If you do  it gains haste  and it's returned from the battlefield to its owner's hand at the beginning of the next end step.),3.0,3.0,0.02,frf,0
9093,Architect of the Untamed,{2}{G},3.0,Landfall — Whenever a land enters the battlefield under your control  you get {E} (an energy counter). Pay {E}{E}{E}{E}{E}{E}{E}{E}: Create a 6/6 colorless Beast artifact creature token.,2.0,3.0,0.08,kld,2
9094,Kami of the Honored Dead,{5}{W}{W},7.0,Flying Whenever This Card is dealt damage  you gain that much life. Soulshift 6 (When this creature dies  you may return target Spirit card with mana value 6 or less from your graveyard to your hand.),3.0,5.0,0.17,bok,1
9095,Gnarlid Pack,{1}{G},2.0,Multikicker {1}{G} (You may pay an additional {1}{G} any number of times as you cast this spell.) This Card enters the battlefield with a +1/+1 counter on it for each time it was kicked.,2.0,2.0,0.04,mm2,0
9096,Shoal Kraken,{4}{U},5.0,Constellation — Whenever an enchantment enters the battlefield under your control  you may draw a card. If you do  discard a card.,3.0,5.0,0.05,thb,1
9097,Oboro Envoy,{3}{U},4.0,Flying {2}  Return a land you control to its owner's hand: Target creature gets -X/-0 until end of turn  where X is the number of cards in your hand.,1.0,3.0,0.15,sok,1
9098,Forge Devil,{R},1.0,When This Card enters the battlefield  it deals 1 damage to target creature and 1 damage to you.,1.0,1.0,0.09,jmp,0
9099,Goblin Grenadiers,{3}{R},4.0,Whenever This Card attacks and isn't blocked  you may sacrifice it. If you do  destroy target creature and target land.,2.0,2.0,0.2,wth,1
9100,Vigorspore Wurm,{5}{G},6.0,Undergrowth — When This Card enters the battlefield  target creature gains vigilance and gets +X/+X until end of turn  where X is the number of creature cards in your graveyard. This Card can't be blocked by more than one creature.,6.0,4.0,0.05,grn,0
9101,Two-Headed Sliver,{1}{R},2.0,All Sliver creatures have menace. (They can't be blocked except by two or more creatures.),1.0,1.0,0.16,tsr,0
9102,Krosan Archer,{3}{G},4.0,Reach (This creature can block creatures with flying.) {G}  Discard a card: This Card gets +0/+2 until end of turn.,2.0,3.0,0.13,ody,0
9103,Aether Herder,{3}{G},4.0,When This Card enters the battlefield  you get {E}{E} (two energy counters). Whenever This Card attacks  you may pay {E}{E}. If you do  create a 1/1 colorless Servo artifact creature token.,3.0,3.0,0.11,aer,0
9104,Gorehorn Minotaurs,{2}{R}{R},4.0,Bloodthirst 2 (If an opponent was dealt damage this turn  this creature enters the battlefield with two +1/+1 counters on it.),3.0,3.0,0.16,e01,0
9105,Merfolk Windrobber,{U},1.0,Flying Whenever This Card deals combat damage to a player  that player mills a card. (They put the top card of their library into their graveyard.) Sacrifice This Card: Draw a card. Activate only if an opponent has eight or more cards in their graveyard.,1.0,1.0,0.09,znr,1
9106,Contortionist Troupe,{X}{G},1.0,This Card enters the battlefield with X +1/+1 counters on it. Coven — At the beginning of your end step  if you control three or more creatures with different powers  put a +1/+1 counter on target creature you control.,0.0,0.0,0.03,mid,1
9107,Dregscape Zombie,{1}{B},2.0,Unearth {B} ({B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.),2.0,1.0,0.09,mm3,0
9108,Screeching Griffin,{3}{W},4.0,Flying {R}: Target creature can't block This Card this turn.,2.0,2.0,0.17,rav,0
9109,Sylvan Advocate,{1}{G},2.0,Vigilance As long as you control six or more lands  This Card and land creatures you control get +2/+2.,2.0,3.0,0.15,znc,2
9110,Quilled Sliver,{1}{W},2.0,"All Slivers have ""{T}: This permanent deals 1 damage to target attacking or blocking creature.""",1.0,1.0,0.32,tsp,1
9111,Infectious Host,{2}{B},3.0,When This Card dies  target player loses 2 life.,1.0,1.0,0.08,rav,0
9112,Arbor Colossus,{2}{G}{G}{G},5.0,Reach {3}{G}{G}{G}: Monstrosity 3. (If this creature isn't monstrous  put three +1/+1 counters on it and it becomes monstrous.) When This Card becomes monstrous  destroy target creature with flying an opponent controls.,6.0,6.0,0.13,c15,2
9113,Skyship Stalker,{2}{R}{R},4.0,Flying {R}: This Card gets +1/+0 until end of turn. {R}: This Card gains first strike until end of turn. {R}: This Card gains haste until end of turn.,3.0,3.0,0.11,afc,2
9114,Rogue Elephant,{G},1.0,When This Card enters the battlefield  sacrifice it unless you sacrifice a Forest.,3.0,3.0,0.2,wth,0
9115,Imperial Subduer,{2}{W},3.0,Whenever a Samurai or Warrior you control attacks alone  tap target creature you don't control.,3.0,2.0,0.02,neo,0
9116,Feral Animist,{1}{R}{G},3.0,{3}: This Card gets +X/+0 until end of turn  where X is its power.,2.0,1.0,0.06,dgm,1
9117,Tolarian Sentinel,{3}{U},4.0,Flying {U}  {T}  Discard a card: Return target permanent you control to its owner's hand.,1.0,3.0,0.01,tsr,0
9118,Liege of the Hollows,{2}{G}{G},4.0,When This Card dies  each player may pay any amount of mana. Then each player creates a number of 1/1 green Squirrel creature tokens equal to the amount of mana they paid this way.,3.0,4.0,5.64,wth,2
9119,"Goreclaw, Terror of Qal Sisma",{3}{G},4.0,Creature spells you cast with power 4 or greater cost {2} less to cast. Whenever This Card attacks  each creature you control with power 4 or greater gets +1/+1 and gains trample until end of turn.,4.0,3.0,5.06,m19,2
9121,Guild Thief,{1}{U},2.0,Whenever This Card deals combat damage to a player  put a +1/+1 counter on it. Cunning Action — {3}{U}: This Card can't be blocked this turn.,1.0,1.0,0.01,afr,1
9122,Flaming Fist Officer,{2}{W},3.0,Whenever another creature you control leaves the battlefield  put a +1/+1 counter on This Card.,2.0,2.0,0.03,clb,0
9123,Nylea's Forerunner,{4}{G},5.0,Trample Other creatures you control have trample.,5.0,3.0,0.04,thb,0
9124,Dripping Dead,{4}{B}{B},6.0,This Card can't block. Whenever This Card deals combat damage to a creature  destroy that creature. It can't be regenerated.,4.0,1.0,0.09,lgn,0
9125,Serpentine Basilisk,{2}{G}{G},4.0,Whenever This Card deals combat damage to a creature  destroy that creature at end of combat. Morph {1}{G}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.),2.0,3.0,0.16,ons,1
9126,Spirit of the Spires,{3}{W},4.0,Flying Other creatures you control with flying get +0/+1.,2.0,4.0,0.03,rna,1
9127,Wayward Angel,{4}{W}{W},6.0,"Flying  vigilance Threshold — As long as seven or more cards are in your graveyard  This Card gets +3/+3  is black  has trample  and has ""At the beginning of your upkeep  sacrifice a creature.""",4.0,4.0,0.48,ody,2
9128,"Diaochan, Artful Beauty",{3}{R},4.0,{T}: Destroy target creature of your choice  then destroy target creature of an opponent's choice. Activate only during your turn  before attackers are declared.,1.0,1.0,133.99,ptk,2
9129,Teferi's Sentinel,{5},5.0,As long as you control a Teferi planeswalker  This Card gets +4/+0.,2.0,6.0,0.1,dom,1
9130,Viashino Spearhunter,{2}{R},3.0,First strike (This creature deals combat damage before creatures without first strike.),2.0,1.0,0.04,m10,0
9131,Steelshaper Apprentice,{2}{W}{W},4.0,{W}  {T}  Return This Card to its owner's hand: Search your library for an Equipment card  reveal that card  put it into your hand  then shuffle.,1.0,3.0,0.52,dst,2
9132,Supply-Line Cranes,{3}{W}{W},5.0,Flying When This Card enters the battlefield  put a +1/+1 counter on target creature.,2.0,4.0,0.03,jou,0
9133,Dross Ripper,{4},4.0,{2}{B}: This Card gets +1/+1 until end of turn.,3.0,3.0,0.02,mbs,0
9134,Sprite Noble,{1}{U}{U},3.0,Flying Other creatures you control with flying get +0/+1. {T}: Other creatures you control with flying get +1/+0 until end of turn.,2.0,2.0,0.24,ema,1
9135,"Morophon, the Boundless",{7},7.0,Changeling (This card is every creature type.) As This Card enters the battlefield  choose a creature type. Spells of the chosen type you cast cost {W}{U}{B}{R}{G} less to cast. This effect reduces only the amount of colored mana you pay. Other creatures you control of the chosen type get +1/+1.,6.0,6.0,22.02,mh1,3
9136,Volley Veteran,{3}{R},4.0,When This Card enters the battlefield  it deals damage to target creature an opponent controls equal to the number of Goblins you control.,4.0,2.0,0.13,jmp,1
9137,Ninja of the New Moon,{3}{B}{B},5.0,Ninjutsu {3}{B} ({3}{B}  Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.),6.0,3.0,0.06,mh1,0
9138,Glissa Sunseeker,{2}{G}{G},4.0,First strike {T}: Destroy target artifact if its mana value is equal to the amount of unspent mana you have.,3.0,2.0,1.35,mrd,2
9139,Sewer Rats,{B},1.0,{B}  Pay 1 life: This Card gets +1/+0 until end of turn. Activate no more than three times each turn.,1.0,1.0,0.17,mir,0
9140,Silkenfist Fighter,{1}{W},2.0,Whenever This Card becomes blocked  untap it.,1.0,3.0,0.04,nem,0
9141,Oceanus Dragon,{4}{U}{U},6.0,Flying When This Card enters the battlefield  tap target creature an opponent controls. Goad it. (Until your next turn  that creature attacks each combat if able and attacks a player other than you if able.),3.0,5.0,0.08,clb,0
9142,Steadfast Sentinel,_,0.0,Vigilance,4.0,4.0,0.08,thou,0
9143,Urza's Engine,{5},5.0,Trample {3}: This Card gains banding until end of turn. (Any creatures with banding  and up to one without  can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature  you divide that creature's combat damage  not its controller  among any of the creatures it's being blocked by or is blocking.) {3}: Attacking creatures banded with This Card gain trample until end of turn.,1.0,5.0,0.16,all,1
9144,Bonded Horncrest,{3}{R},4.0,This Card can't attack or block alone.,5.0,5.0,0.06,xln,1
9145,Dreamstealer,{2}{B},3.0,Menace Whenever This Card deals combat damage to a player  that player discards that many cards. Eternalize {4}{B}{B} ({4}{B}{B}  Exile this card from your graveyard: Create a token that's a copy of it  except it's a 4/4 black Zombie Human Wizard with no mana cost. Eternalize only as a sorcery.),1.0,2.0,0.23,hou,2
9146,Covetous Dragon,{4}{R},5.0,Flying When you control no artifacts  sacrifice This Card.,6.0,5.0,4.96,uds,2
9147,Wall of Lava,{1}{R}{R},3.0,Defender (This creature can't attack.) {R}: This Card gets +1/+1 until end of turn.,1.0,3.0,0.16,ice,1
9148,Deity of Scars,{B/G}{B/G}{B/G}{B/G}{B/G},5.0,Trample This Card enters the battlefield with two -1/-1 counters on it. {B/G}  Remove a -1/-1 counter from This Card: Regenerate This Card.,7.0,7.0,1.98,eve,2
9149,Ainok Tracker,{5}{R},6.0,First strike Morph {4}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.),3.0,3.0,0.03,ktk,0
9150,Arcbound Slasher,{4}{R},5.0,Modular 4 (This creature enters the battlefield with four +1/+1 counters on it. When it dies  you may put its +1/+1 counters on target artifact creature.) Riot (This creature enters the battlefield with your choice of an additional +1/+1 counter or haste.),0.0,0.0,0.01,mh2,0
9151,Demon,_,0.0,_,3.0,3.0,2.64,tclb,0
9152,Laccolith Warrior,{2}{R}{R},4.0,Whenever This Card becomes blocked  you may have it deal damage equal to its power to target creature. If you do  This Card assigns no combat damage this turn.,3.0,3.0,0.12,nem,1
9153,Thundering Mightmare,{4}{G},5.0,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.) As long as This Card is paired with another creature  each of those creatures has ""Whenever an opponent casts a spell  put a +1/+1 counter on this creature.""",3.0,3.0,0.84,voc,2
