,name,mana_cost,cmc,oracle_text,prices,set,rarity
9739,Confusion in the Ranks,{3}{R}{R},5.0,Whenever an artifact  creature  or enchantment enters the battlefield  its controller chooses target permanent another player controls that shares a card type with it. Exchange control of those permanents.,4.98,mrd,2
9740,Final Payment,{W}{B},2.0,As an additional cost to cast this spell  pay 5 life or sacrifice a creature or enchantment. Destroy target creature.,0.07,rna,0
9741,Swell of Growth,{1}{G},2.0,Target creature gets +2/+2 until end of turn. You may put a land card from your hand onto the battlefield.,0.08,bfz,0
9742,Lava Dart,{R},1.0,This Card deals 1 damage to any target. Flashback—Sacrifice a Mountain. (You may cast this card from your graveyard for its flashback cost. Then exile it.),0.19,mh1,0
9743,Magic Missile,{1}{R}{R},3.0,This spell can't be countered. This Card deals 3 damage divided as you choose among one  two  or three targets.,0.06,afr,1
9744,One with Nature,{G},1.0,Enchant creature Whenever enchanted creature deals combat damage to a player  you may search your library for a basic land card  put that card onto the battlefield tapped  then shuffle.,3.45,scg,1
9745,Extraplanar Lens,{3},3.0,Imprint — When This Card enters the battlefield  you may exile target land you control. Whenever a land with the same name as the exiled card is tapped for mana  its controller adds one mana of any type that land produced.,29.69,mrd,2
9746,Welding Jar,{0},0.0,Sacrifice This Card: Regenerate target artifact.,1.04,2xm,1
9747,Marchesa's Decree,{3}{B},4.0,When This Card enters the battlefield  you become the monarch. Whenever a creature attacks you or a planeswalker you control  that creature's controller loses 1 life.,4.55,cn2,1
9748,Disentomb,{B},1.0,Return target creature card from your graveyard to your hand.,1.30,m20,0
9749,Bitter Feud,{4}{R},5.0,As This Card enters the battlefield  choose two players. If a source controlled by one of the chosen players would deal damage to the other chosen player or a permanent that player controls  that source deals double that damage to that player or permanent instead.,0.56,cm2,2
9750,As Foretold,{2}{U},3.0,At the beginning of your upkeep  put a time counter on This Card. Once each turn  you may pay {0} rather than pay the mana cost for a spell you cast with mana value X or less  where X is the number of time counters on This Card.,3.04,2x2,3
9751,Windriddle Palaces,_,0.0,Players play with the top card of their libraries revealed. You may play lands and cast spells from the top of any player's library. Whenever you roll {CHAOS}  each player mills a card.,0.99,opca,0
9752,Pyroclasm,{1}{R},2.0,This Card deals 2 damage to each creature.,0.20,a25,1
9753,Bounty of Skemfar,{2}{G},3.0,Reveal the top six cards of your library. You may put a land card from among them onto the battlefield tapped and an Elf card from among them into your hand. Put the rest on the bottom of your library in a random order.,0.22,khc,2
9754,Imperial Mask,{4}{W},5.0,When This Card enters the battlefield  if it's not a token  each of your teammates creates a token that's a copy of This Card. You have hexproof. (You can't be the target of spells or abilities your opponents control.),0.38,fut,2
9755,Frontier Bivouac,_,0.0,This Card enters the battlefield tapped. {T}: Add {G}  {U}  or {R}.,0.31,dmc,1
9756,Greven il-Vec,_,0.0,Whenever a creature you control deals damage to a creature  destroy the other creature. It can't be regenerated.,4.87,pvan,2
9757,Lantern of Insight,{1},1.0,Players play with the top card of their libraries revealed. {T}  Sacrifice This Card: Target player shuffles.,1.23,5dn,1
9758,Refurbish,{3}{W},4.0,Return target artifact card from your graveyard to the battlefield.,0.14,kld,1
9759,Hypothesizzle,{3}{U}{R},5.0,Draw two cards. Then you may discard a nonland card. When you do  This Card deals 4 damage to target creature.,0.03,grn,0
9760,Saprazzan Skerry,_,0.0,This Card enters the battlefield tapped with two depletion counters on it. {T}  Remove a depletion counter from This Card: Add {U}{U}. If there are no depletion counters on This Card  sacrifice it.,0.48,mmq,0
9761,Niveous Wisps,{W},1.0,Target creature becomes white until end of turn. Tap that creature. Draw a card.,0.25,shm,0
9762,Determined Iteration,{1}{R},2.0,At the beginning of combat on your turn  populate. The token created this way gains haste. Sacrifice it at the beginning of the next end step. (To populate  create a token that's a copy of a creature token you control.),0.91,ncc,2
9763,Soul Bleed,{2}{B},3.0,Enchant creature At the beginning of the upkeep of enchanted creature's controller  that player loses 1 life.,0.07,m10,0
9764,Grafted Identity,{2}{U}{U},4.0,As an additional cost to cast this spell  sacrifice a creature. Enchant creature You control enchanted creature. Enchanted creature gets +1/+1.,0.11,mid,2
9765,Failed Inspection,{2}{U}{U},4.0,Counter target spell. Draw a card  then discard a card.,0.02,kld,0
9766,Whelming Wave,{2}{U}{U},4.0,Return all creatures to their owners' hands except for Krakens  Leviathans  Octopuses  and Serpents.,0.29,cmr,2
9767,Psychic Surgery,{1}{U},2.0,Whenever an opponent shuffles their library  you may look at the top two cards of that library. You may exile one of those cards. Then put the rest on top of that library in any order.,0.34,nph,2
9768,Enshrouding Mist,{W},1.0,Target creature gets +1/+1 until end of turn. Prevent all damage that would be dealt to it this turn. If it's renowned  untap it.,0.03,ori,0
9769,Rookie Mistake,{U},1.0,Until end of turn  target creature gets +0/+2 and another target creature gets -2/-0.,0.01,m21,0
9770,Slayer's Cleaver,{3},3.0,Equipped creature gets +3/+1 and must be blocked by an Eldrazi if able. Equip {4},0.04,emn,1
9771,Temple of Plenty,_,0.0,This Card enters the battlefield tapped. When This Card enters the battlefield  scry 1. {T}: Add {G} or {W}.,0.62,mic,2
9772,Rise of the Dark Realms,{7}{B}{B},9.0,Put all creature cards from all graveyards onto the battlefield under your control.,12.98,jmp,3
9773,Alexi's Cloak,{1}{U},2.0,Flash Enchant creature Enchanted creature has shroud. (It can't be the target of spells or abilities.),0.25,pcy,0
9774,Flickerform,{1}{W},2.0,Enchant creature {2}{W}{W}: Exile enchanted creature and all Auras attached to it. At the beginning of the next end step  return that card to the battlefield under its owner's control. If you do  return the other cards exiled this way to the battlefield under their owners' control attached to that creature.,2.09,cma,2
9775,Distorting Wake,{X}{U}{U}{U},3.0,Return X target nonland permanents to their owners' hands.,1.13,c14,2
9777,Path to the Festival,{2}{G},3.0,Search your library for a basic land card  put that card onto the battlefield tapped  then shuffle. Then if there are three or more basic land types among lands you control  scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.) Flashback {4}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.),0.01,mid,0
9778,Gruul Charm,{R}{G},2.0,Choose one — • Creatures without flying can't block this turn. • Gain control of all permanents you own. • This Card deals 3 damage to each creature with flying.,0.12,gtc,1
9779,Court of Bounty,{2}{G}{G},4.0,When This Card enters the battlefield  you become the monarch. At the beginning of your upkeep  you may put a land card from your hand onto the battlefield. If you're the monarch  instead you may put a creature or land card from your hand onto the battlefield.,0.50,cmr,2
9780,Dual Shot,{R},1.0,This Card deals 1 damage to each of up to two target creatures.,0.04,xln,0
9781,Gauntlets of Light,{2}{W},3.0,"Enchant creature Enchanted creature gets +0/+2 and assigns combat damage equal to its toughness rather than its power. Enchanted creature has ""{2}{W}: Untap this creature.""",0.13,m20,1
9782,Char,{2}{R},3.0,This Card deals 4 damage to any target and 2 damage to you.,0.30,rav,2
9783,Overlaid Terrain,{2}{G}{G},4.0,"As This Card enters the battlefield  sacrifice all lands you control. Lands you control have ""{T}: Add two mana of any one color.""",0.48,nem,2
9784,Extract from Darkness,{3}{U}{B},5.0,Each player mills two cards. Then you put a creature card from a graveyard onto the battlefield under your control.,0.17,2x2,1
9785,Crosis's Charm,{U}{B}{R},3.0,Choose one — • Return target permanent to its owner's hand. • Destroy target nonblack creature. It can't be regenerated. • Destroy target artifact.,0.56,c17,1
9786,Behold My Grandeur,_,0.0,When you set this scheme in motion  add {U}{B}{R}. When you set this scheme in motion  if you control six or more lands  you may search your library for a card with mana value 6 or greater  reveal it  put it into your hand  then shuffle.,0.59,oe01,0
9787,Gilt-Leaf Ambush,{2}{G},3.0,Create two 1/1 green Elf Warrior creature tokens. Clash with an opponent. If you win  those creatures gain deathtouch until end of turn. (Each clashing player reveals the top card of their library  then puts that card on the top or bottom. A player wins if their card had a higher mana value. Any amount of damage a creature with deathtouch deals to a creature is enough to destroy it.),0.17,lrw,0
9788,Fell Flagship,{3},3.0,Pirates you control get +1/+0. Whenever This Card deals combat damage to a player  that player discards a card. Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.),0.26,xln,2
9789,Stream of Thought,{U},1.0,Target player mills four cards. You shuffle up to four cards from your graveyard into your library. Replicate {2}{U}{U} (When you cast this spell  copy it for each time you paid its replicate cost. You may choose new targets for the copies.),0.08,mh1,0
9790,Grave Upheaval,{4}{B}{R},6.0,Put target creature card from a graveyard onto the battlefield under your control. It gains haste. Basic landcycling {2} ({2}  Discard this card: Search your library for a basic land card  reveal it  put it into your hand  then shuffle.),0.39,c16,1
9792,Proper Burial,{3}{W},4.0,Whenever a creature you control dies  you gain life equal to that creature's toughness.,2.42,dis,2
9793,Read the Tides,{5}{U},6.0,Choose one — • Draw three cards. • Return up to two target creatures to their owners' hands.,0.02,m21,0
9794,Fatal Attraction,{2}{R},3.0,Enchant creature When This Card enters the battlefield  it deals 2 damage to enchanted creature. At the beginning of your upkeep  This Card deals 4 damage to enchanted creature.,0.10,fut,0
9795,Sudden Substitution,{2}{U}{U},4.0,Split second (As long as this spell is on the stack  players can't cast spells or activate abilities that aren't mana abilities.) Exchange control of target noncreature spell and target creature. Then the spell's controller may choose new targets for it.,0.88,c19,2
9796,Summer Bloom,{1}{G},2.0,You may play up to three additional lands this turn.,0.30,2x2,1
9797,Angelic Gift,{1}{W},2.0,Enchant creature When This Card enters the battlefield  draw a card. Enchanted creature has flying.,0.02,afc,0
9798,Rousing of Souls,{2}{W},3.0,Parley — Each player reveals the top card of their library. For each nonland card revealed this way  you create a 1/1 white Spirit creature token with flying. Then each player draws a card.,0.11,cns,0
9799,Tooth of Chiss-Goria,{3},3.0,Flash Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.) {T}: Target creature gets +1/+0 until end of turn.,0.14,mrd,0
9800,Golden Wish,{3}{W}{W},5.0,You may reveal an artifact or enchantment card you own from outside the game and put it into your hand. Exile This Card.,0.30,jud,2
9801,Fire Giant's Fury,{1}{R},2.0,Target Giant you control gets +2/+2 and gains trample until end of turn. Whenever it deals combat damage to a player this turn  exile that many cards from the top of your library. Until the end of your next turn  you may play those cards.,0.11,khm,1
9802,Izzet Steam Maze,_,0.0,Whenever a player casts an instant or sorcery spell  that player copies it. The player may choose new targets for the copy. Whenever you roll {CHAOS}  instant and sorcery spells you cast this turn cost {3} less to cast.,3.50,opca,0
