,name,mana_cost,cmc,oracle_text,power,toughness,prices,set,rarity
9061,"Kalamax, the Stormsire",{1}{G}{U}{R},4.0,Whenever you cast your first instant spell each turn  if This Card is tapped  copy that spell. You may choose new targets for the copy. Whenever you copy an instant spell  put a +1/+1 counter on Kalamax.,4.0,4.0,0.74,c20,3
9062,"Orca, Siege Demon",{5}{B}{R},7.0,Trample Whenever another creature dies  put a +1/+1 counter on This Card. When Orca dies  it deals damage equal to its power divided as you choose among any number of targets.,5.0,5.0,0.24,dmc,2
9063,Keen Duelist,{1}{B},2.0,At the beginning of your upkeep  you and target opponent each reveal the top card of your library. You each lose life equal to the mana value of the card revealed by the other player. You each put the card you revealed into your hand.,2.0,2.0,1.31,c21,2
9064,"Rankle, Master of Pranks",{2}{B}{B},4.0,Flying  haste Whenever This Card deals combat damage to a player  choose any number — • Each player discards a card. • Each player loses 1 life and draws a card. • Each player sacrifices a creature.,3.0,3.0,7.21,eld,3
9066,Rampaging Rendhorn,{4}{G},5.0,Riot (This creature enters the battlefield with your choice of a +1/+1 counter or haste.),4.0,4.0,0.01,rna,0
9067,Valakut Predator,{2}{R},3.0,Landfall — Whenever a land enters the battlefield under your control  This Card gets +2/+2 until end of turn.,2.0,2.0,0.05,bfz,0
9068,Firescreamer,{3}{B},4.0,{R}: This Card gets +1/+0 until end of turn.,2.0,2.0,0.09,inv,0
9069,Mole Worms,{2}{B},3.0,You may choose not to untap This Card during your untap step. {T}: Tap target land. It doesn't untap during its controller's untap step for as long as This Card remains tapped.,1.0,1.0,0.15,5ed,1
9070,Faerie Vandal,{1}{U},2.0,Flash Flying Whenever you draw your second card each turn  put a +1/+1 counter on This Card.,1.0,2.0,0.07,snc,1
9071,Elusive Krasis,{1}{G}{U},3.0,This Card can't be blocked. Evolve (Whenever a creature enters the battlefield under your control  if that creature has greater power or toughness than this creature  put a +1/+1 counter on this creature.),0.0,4.0,0.10,gtc,1
9072,"Molimo, Maro-Sorcerer",{4}{G}{G}{G},7.0,Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.) This Card's power and toughness are each equal to the number of lands you control.,4.0,4.0,0.12,cmr,2
9073,Glamer Spinners,{4}{W/U},5.0,Flash Flying When This Card enters the battlefield  attach all Auras enchanting target permanent to another permanent with the same controller.,2.0,4.0,0.15,shm,1
9074,Ruinous Gremlin,{R},1.0,{2}{R}  Sacrifice This Card: Destroy target artifact.,1.0,1.0,0.02,kld,0
9075,Vicious Battlerager,{3}{B},4.0,When This Card enters the battlefield  you take the initiative. Spiked Retribution — Whenever This Card becomes blocked by a creature  that creature's controller loses 5 life.,1.0,5.0,0.11,clb,0
9076,Gwyllion Hedge-Mage,{2}{W/B},3.0,When This Card enters the battlefield  if you control two or more Plains  you may create a 1/1 white Kithkin Soldier creature token. When This Card enters the battlefield  if you control two or more Swamps  you may put a -1/-1 counter on target creature.,2.0,2.0,0.16,cma,1
9077,Knight of Malice,{1}{B},2.0,First strike Hexproof from white (This creature can't be the target of white spells or abilities your opponents control.) This Card gets +1/+0 as long as any player controls a white permanent.,2.0,2.0,0.17,dom,1
9078,Makindi Shieldmate,{2}{W},3.0,Defender Whenever This Card or another Ally enters the battlefield under your control  you may put a +1/+1 counter on This Card.,0.0,3.0,0.06,zen,0
9079,Sol'kanar the Swamp King,{2}{U}{B}{R},5.0,Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.) Whenever a player casts a black spell  you gain 1 life.,5.0,5.0,0.32,tsb,5
9080,Ravenous Skirge,{2}{B},3.0,Flying Whenever This Card attacks  it gets +2/+0 until end of turn.,1.0,1.0,0.15,usg,0
9081,Norin the Wary,{R},1.0,When a player casts a spell or a creature attacks  exile This Card. Return it to the battlefield under its owner's control at the beginning of the next end step.,2.0,1.0,2.19,tsp,2
9082,Keymaster Rogue,{3}{U},4.0,This Card can't be blocked. When This Card enters the battlefield  return a creature you control to its owner's hand.,3.0,2.0,0.08,gtc,0
9083,"Ukkima, Stalking Shadow",{1}{U}{B},3.0,Partner with Cazur  Ruthless Stalker (When this creature enters the battlefield  target player may put Cazur into their hand from their library  then shuffle.) This Card can't be blocked. When Ukkima leaves the battlefield  it deals X damage to target player and you gain X life  where X is its power.,2.0,2.0,1.47,c20,3
9084,Quillspike,{2}{B/G},3.0,{B/G}  Remove a -1/-1 counter from a creature you control: This Card gets +3/+3 until end of turn.,1.0,1.0,0.89,eve,1
9085,Dryad Militant,{G/W},1.0,If an instant or sorcery card would be put into a graveyard from anywhere  exile it instead.,2.0,1.0,0.14,rtr,1
9086,Llanowar Druid,{1}{G},2.0,{T}  Sacrifice This Card: Untap all Forests.,1.0,2.0,0.29,wth,0
9087,Nantuko Cultivator,{3}{G},4.0,When This Card enters the battlefield  you may discard any number of land cards. Put that many +1/+1 counters on This Card and draw that many cards.,2.0,2.0,0.03,mh1,1
9088,Rukh,_,0.0,Flying,4.0,4.0,6.49,p03,0
9090,Nightmare Shepherd,{2}{B}{B},4.0,Flying Whenever another nontoken creature you control dies  you may exile it. If you do  create a token that's a copy of that creature  except it's 1/1 and it's a Nightmare in addition to its other types.,4.0,4.0,0.61,thb,2
9091,Lost Legion,{1}{B}{B},3.0,When This Card enters the battlefield  scry 2. (Look at the top two cards of your library  then put any number of them on the bottom of your library and the rest on top in any order.),2.0,3.0,0.02,eld,0
9092,Benthic Biomancer,{U},1.0,{1}{U}: Adapt 1. (If this creature has no +1/+1 counters on it  put a +1/+1 counter on it.) Whenever one or more +1/+1 counters are put on This Card  draw a card  then discard a card.,1.0,1.0,0.33,rna,2
9093,Nest Robber,{1}{R},2.0,Haste,2.0,1.0,0.06,xln,0
9094,Elite Scaleguard,{4}{W},5.0,When This Card enters the battlefield  bolster 2. (Choose a creature with the least toughness among creatures you control and put two +1/+1 counters on it.) Whenever a creature you control with a +1/+1 counter on it attacks  tap target creature defending player controls.,2.0,3.0,0.05,mic,1
9095,Spawnsire of Ulamog,{10},10.0,"Annihilator 1 (Whenever this creature attacks  defending player sacrifices a permanent.) {4}: Create two 0/1 colorless Eldrazi Spawn creature tokens. They have ""Sacrifice this creature: Add {C}."" {20}: Cast any number of Eldrazi spells from among cards you own outside the game without paying their mana costs.",7.0,11.0,8.53,roe,2
9096,Synchronous Sliver,{4}{U},5.0,All Sliver creatures have vigilance.,3.0,3.0,0.24,plc,0
9097,Shaleskin Bruiser,{6}{R},7.0,Trample Whenever This Card attacks  it gets +3/+0 until end of turn for each other attacking Beast.,4.0,4.0,0.08,ons,1
9099,Jhessian Thief,{2}{U},3.0,Prowess (Whenever you cast a noncreature spell  this creature gets +1/+1 until end of turn.) Whenever This Card deals combat damage to a player  draw a card.,1.0,3.0,0.07,ima,0
9100,Sawtooth Loon,{2}{W}{U},4.0,Flying When This Card enters the battlefield  return a white or blue creature you control to its owner's hand. When This Card enters the battlefield  draw two cards  then put two cards from your hand on the bottom of your library.,2.0,2.0,0.19,ddi,1
9101,Serra Avenger,{W}{W},2.0,You can't cast this spell during your first  second  or third turns of the game. Flying  vigilance,3.0,3.0,0.47,tsr,2
9102,Keening Apparition,{1}{W},2.0,Sacrifice This Card: Destroy target enchantment.,2.0,2.0,0.10,rtr,0
9103,Duskwielder,{B},1.0,Boast — {1}: Target opponent loses 1 life and you gain 1 life. (Activate only if this creature attacked this turn and only once each turn.),1.0,2.0,0.02,khm,0
9104,Kinjalli's Sunwing,{2}{W},3.0,Flying Creatures your opponents control enter the battlefield tapped.,2.0,3.0,1.96,xln,2
9105,Geist-Fueled Scarecrow,{4},4.0,Creature spells you cast cost {1} more to cast.,4.0,4.0,0.08,emn,1
9106,Promised Kannushi,{G},1.0,Soulshift 7 (When this creature dies  you may return target Spirit card with mana value 7 or less from your graveyard to your hand.),1.0,1.0,0.10,sok,0
9107,Shadow Glider,{2}{W},3.0,Flying,2.0,2.0,0.05,bfz,0
9108,Monstrous War-Leech,{3}{B},4.0,Kicker {U} (You may pay an additional {U} as you cast this spell.) As This Card enters the battlefield  if it was kicked  mill four cards. (To mill a card  put the top card of your library into your graveyard.) This Card's power and toughness are each equal to the highest mana value among cards in your graveyard.,4.0,4.0,0.03,dmu,1
9109,Hallowed Healer,{2}{W},3.0,{T}: Prevent the next 2 damage that would be dealt to any target this turn. Threshold — {T}: Prevent the next 4 damage that would be dealt to any target this turn. Activate only if seven or more cards are in your graveyard.,1.0,1.0,0.06,ody,0
9110,Mogg Flunkies,{1}{R},2.0,This Card can't attack or block alone.,3.0,3.0,0.07,a25,0
9111,Synod Artificer,{2}{U},3.0,{X}  {T}: Tap X target noncreature artifacts. {X}  {T}: Untap X target noncreature artifacts.,1.0,2.0,0.31,dst,2
9112,Dimensional Infiltrator,{1}{U},2.0,Devoid (This card has no color.) Flash Flying {1}{C}: Target opponent exiles the top card of their library. If it's a land card  you may return This Card to its owner's hand. ({C} represents colorless mana.),2.0,1.0,0.16,ogw,2
9113,Nightveil Predator,{U}{U}{B}{B},4.0,Flying  deathtouch Hexproof (This creature can't be the target of spells or abilities your opponents control.),3.0,3.0,0.13,grn,1
9114,Grid Monitor,{4},4.0,You can't cast creature spells.,4.0,6.0,2.02,mrd,2
9115,Tempest Djinn,{U}{U}{U},3.0,Flying This Card gets +1/+0 for each basic Island you control.,0.0,4.0,0.20,dom,2
9116,Strict Proctor,{1}{W},2.0,Flying Whenever a permanent entering the battlefield causes a triggered ability to trigger  counter that ability unless its controller pays {2}.,1.0,3.0,0.24,stx,2
9117,Goblin Warrior,_,0.0,_,1.0,1.0,0.38,tmm3,0
9118,Khorvath Brightflame,{5}{R},6.0,Partner with Sylvia Brightspear (When this creature enters the battlefield  target player may put Sylvia into their hand from their library  then shuffle.) Flying  haste Knights your team controls have flying and haste.,3.0,4.0,0.65,bbd,2
9119,Abyssal Hunter,{3}{B},4.0,{B}  {T}: Tap target creature. This Card deals damage equal to This Card's power to that creature.,1.0,1.0,0.28,6ed,2
9120,Wall of One Thousand Cuts,{3}{W}{W},5.0,Defender  flying {W}: This Card can attack this turn as though it didn't have defender.,3.0,5.0,0.04,mh1,0
9121,Thassa's Devourer,{4}{U},5.0,Constellation — Whenever This Card or another enchantment enters the battlefield under your control  target player mills two cards.,2.0,6.0,0.05,jou,0
9122,Zodiac Snake,{2}{B},3.0,Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.),2.0,2.0,6.21,ptk,0
9123,Pyreheart Wolf,{2}{R},3.0,Whenever This Card attacks  creatures you control gain menace until end of turn. (They can't be blocked except by two or more creatures.) Undying (When this creature dies  if it had no +1/+1 counters on it  return it to the battlefield under its owner's control with a +1/+1 counter on it.),1.0,1.0,0.25,dka,1
9124,Aetherling,{4}{U}{U},6.0,{U}: Exile This Card. Return it to the battlefield under its owner's control at the beginning of the next end step. {U}: This Card can't be blocked this turn. {1}: This Card gets +1/-1 until end of turn. {1}: This Card gets -1/+1 until end of turn.,4.0,5.0,0.23,dgm,2
9125,Megatherium,{2}{G},3.0,Trample When This Card enters the battlefield  sacrifice it unless you pay {1} for each card in your hand.,4.0,4.0,0.33,mmq,2
9126,Dukhara Scavenger,{5}{B},6.0,When This Card enters the battlefield  you may put target artifact or creature card from your graveyard on top of your library.,4.0,6.0,0.04,kld,0
9127,Patagia Viper,{3}{G},4.0,Flying When This Card enters the battlefield  create two 1/1 green and blue Snake creature tokens. When This Card enters the battlefield  sacrifice it unless {U} was spent to cast it.,2.0,1.0,0.15,c15,1
9128,Ohran Frostfang,{3}{G}{G},5.0,Attacking creatures you control have deathtouch. Whenever a creature you control deals combat damage to a player  draw a card.,2.0,6.0,14.40,c19,2
9129,Gang of Elk,{5}{G},6.0,Whenever This Card becomes blocked  it gets +2/+2 until end of turn for each creature blocking it.,5.0,4.0,0.20,7ed,1
9130,Independent Troops,{1}{R},2.0,_,2.0,1.0,1.60,ptk,0
9131,Kapsho Kitefins,{4}{U}{U},6.0,Flying Whenever This Card or another creature enters the battlefield under your control  tap target creature an opponent controls.,3.0,3.0,0.12,m15,1
9132,Commander Eesha,{2}{W}{W},4.0,Flying  protection from creatures,2.0,4.0,3.38,jud,2
9133,Elusive Spellfist,{1}{U},2.0,Whenever you cast a noncreature spell  This Card gets +1/+0 until end of turn and can't be blocked this turn.,1.0,3.0,0.08,ima,0
9134,Thallid Omnivore,{3}{B},4.0,{1}  Sacrifice another creature: This Card gets +2/+2 until end of turn. If a Saproling was sacrificed this way  you gain 2 life.,3.0,3.0,0.06,dom,0
9135,Shifty Doppelganger,{2}{U},3.0,{3}{U}  Exile This Card: You may put a creature card from your hand onto the battlefield. If you do  that creature gains haste until end of turn. At the beginning of the next end step  sacrifice that creature. If you do  return This Card to the battlefield.,1.0,1.0,0.38,ody,2
9136,"Akroma, Vision of Ixidor",{5}{W}{W},7.0,Flying  first strike  vigilance  trample At the beginning of each combat  until end of turn  each other creature you control gets +1/+1 if it has flying  +1/+1 if it has first strike  and so on for double strike  deathtouch  haste  hexproof  indestructible  lifelink  menace  protection  reach  trample  vigilance  and partner. Partner,6.0,6.0,2.87,cmr,3
9137,Hazerider Drake,{2}{W}{U},4.0,Flying  protection from red,2.0,3.0,0.20,mir,1
9138,"Falco Spara, Pactweaver",{1}{G}{W}{U},4.0,Flying  trample This Card enters the battlefield with a shield counter on it. You may look at the top card of your library any time. You may cast spells from the top of your library by removing a counter from a creature you control in addition to paying their other costs.,3.0,3.0,0.70,snc,3
9139,Ranger of Eos,{3}{W},4.0,When This Card enters the battlefield  you may search your library for up to two creature cards with mana value 1 or less  reveal them  put them into your hand  then shuffle.,3.0,2.0,1.52,mm3,2
9140,Fallowsage,{3}{U},4.0,Whenever This Card becomes tapped  you may draw a card.,2.0,2.0,0.42,lrw,1
9141,Tolarian Terror,{6}{U},7.0,This spell costs {1} less to cast for each instant and sorcery card in your graveyard. Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls  counter it unless that player pays {2}.),5.0,5.0,0.36,dmu,0
9142,Skeletal Changeling,{1}{B},2.0,Changeling (This card is every creature type.) {1}{B}: Regenerate This Card.,1.0,1.0,0.30,lrw,0
9144,Null Caller,{3}{B},4.0,{3}{B}  Exile a creature card from your graveyard: Create a tapped 2/2 black Zombie creature token.,2.0,4.0,0.03,cmr,1
9145,Daring Archaeologist,{3}{W},4.0,When This Card enters the battlefield  you may return target artifact card from your graveyard to your hand. Whenever you cast a historic spell  put a +1/+1 counter on This Card. (Artifacts  legendaries  and Sagas are historic.),3.0,3.0,0.09,dom,2
9146,Garruk's Horde,{5}{G}{G},7.0,Trample Play with the top card of your library revealed. You may cast creature spells from the top of your library. (Do this only any time you could cast that creature spell. You still pay the spell's costs.),7.0,7.0,0.14,w17,2
