,name,mana_cost,cmc,oracle_text,prices,set
8048,Wear Away,{G}{G},2.0,Destroy target artifact or enchantment. Splice onto Arcane {3}{G} (As you cast an Arcane spell  you may reveal this card from your hand and pay its splice cost. If you do  add this card's effects to that spell.),0.13,chk
8049,Castle Locthwain,_,0.0,This Card enters the battlefield tapped unless you control a Swamp. {T}: Add {B}. {1}{B}{B}  {T}: Draw a card  then you lose life equal to the number of cards in your hand.,1.90,clb
8050,Consuming Rage,_,0.0,Whenever a Minotaur attacks this turn  it gets +2/+0 until end of turn. Destroy that creature at end of combat.,0.83,tbth
8051,Prismatic Geoscope,{5},5.0,This Card enters the battlefield tapped. Domain — {T}: Add X mana in any combination of colors  where X is the number of basic land types among lands you control.,1.19,c16
8052,Victory Chimes,{3},3.0,Untap This Card during each other player's untap step. {T}: A player of your choice adds {C}.,0.28,c21
8053,Curse of Chains,{1}{W/U},2.0,Enchant creature At the beginning of each upkeep  tap enchanted creature.,0.18,shm
8054,Aradara Express,{5},5.0,Menace Crew 4 (Tap any number of creatures you control with total power 4 or more: This Vehicle becomes an artifact creature until end of turn.),0.10,kld
8055,Soul Spike,{5}{B}{B},7.0,You may exile two black cards from your hand rather than pay this spell's mana cost. This Card deals 4 damage to any target and you gain 4 life.,0.42,csp
8056,Humble the Brute,{4}{W},5.0,"Destroy target creature with power 4 or greater. Investigate. (Create a Clue token. It's an artifact with ""{2}  Sacrifice this artifact: Draw a card."")",0.05,soi
8057,Heroes' Reunion,{G}{W},2.0,Target player gains 7 life.,0.10,rtr
8058,Deal Damage,{2}{R}{R},4.0,"This Card deals 4 damage to any target. Gotcha — If an opponent says ""deal"" or ""damage "" you may say ""Gotcha!"" When you do  return This Card from your graveyard to your hand.",0.21,unh
8059,Fodder Launch,{3}{B},4.0,As an additional cost to cast this spell  sacrifice a Goblin. Target creature gets -5/-5 until end of turn. This Card deals 5 damage to that creature's controller.,0.19,lrw
8060,Root Out,{2}{G},3.0,"Destroy target artifact or enchantment. Investigate. (Create a Clue token. It's an artifact with ""{2}  Sacrifice this artifact: Draw a card."")",0.08,soi
8061,Concord with the Kami,{3}{G},4.0,At the beginning of your end step  choose one or more — • Put a +1/+1 counter on target creature with a counter on it. • Draw a card if you control an enchanted creature. • Create a 1/1 colorless Spirit creature token if you control an equipped creature.,0.15,nec
8062,Growing Ranks,{2}{G/W}{G/W},4.0,At the beginning of your upkeep  populate. (Create a token that's a copy of a creature token you control.),0.44,c19
8063,Infuse with the Elements,{3}{G},4.0,Converge — Put X +1/+1 counters on target creature  where X is the number of colors of mana spent to cast this spell. That creature gains trample until end of turn.,0.06,bfz
8064,Equal Treatment,{1}{W},2.0,If any source would deal 1 or more damage to a permanent or player this turn  it deals 2 damage to that permanent or player instead. Draw a card.,0.23,tor
8065,Pick the Brain,{2}{B},3.0,Target opponent reveals their hand. You choose a nonland card from it and exile that card. Delirium — If there are four or more card types among cards in your graveyard  search that player's graveyard  hand  and library for any number of cards with the same name as the exiled card  exile those cards  then that player shuffles.,0.07,soi
8066,The Dead Shall Serve,_,0.0,When you set this scheme in motion  for each opponent  put up to one target creature card from that player's graveyard onto the battlefield under your control. Each of those creatures attacks its owner each combat if able.,1.03,oarc
8067,Wiretapping,{4}{U},5.0,Hideaway 5 (When this enchantment enters the battlefield  look at the top five cards of your library  exile one face down  then put the rest on the bottom in a random order.) Whenever you draw your first card during each of your draw steps  draw a card. Then if you have nine or more cards in hand  you may play the exiled card without paying its mana cost.,0.11,snc
8068,Acidic Dagger,{4},4.0,{4}  {T}: Whenever target creature deals combat damage to a non-Wall creature this turn  destroy that non-Wall creature. When the targeted creature leaves the battlefield this turn  sacrifice This Card. Activate only before blockers are declared.,1.19,mir
8069,Surestrike Trident,{2},2.0,"Equipped creature has first strike and ""{T}  Unattach This Card: This creature deals damage equal to its power to target player or planeswalker."" Equip {4} ({4}: Attach to target creature you control. Equip only as a sorcery. This card enters the battlefield unattached and stays on the battlefield if the creature leaves.)",0.68,dst
8070,Opposition,{2}{U}{U},4.0,Tap an untapped creature you control: Tap target artifact  creature  or land.,7.10,7ed
8071,Structural Distortion,{3}{R},4.0,Exile target artifact or land. This Card deals 2 damage to that permanent's controller.,0.06,soi
8072,"Boseiju, Who Endures",_,0.0,{T}: Add {G}. Channel — {1}{G}  Discard This Card: Destroy target artifact  enchantment  or nonbasic land an opponent controls. That player may search their library for a land card with a basic land type  put it onto the battlefield  then shuffle. This ability costs {1} less to activate for each legendary creature you control.,24.48,neo
8073,Adventurers' Guildhouse,_,0.0,"Green legendary creatures you control have ""bands with other legendary creatures."" (Any legendary creatures can attack in a band as long as at least one has ""bands with other legendary creatures."" Bands are blocked as a group. If at least two legendary creatures you control  one of which has ""bands with other legendary creatures "" are blocking or being blocked by the same creature  you divide that creature's combat damage  not its controller  among any of the creatures it's being blocked by or is blocking.)",14.93,leg
8074,Tidal Flats,{U},1.0,{U}{U}: For each attacking creature without flying  its controller may pay {1}. If that player doesn't  creatures you control blocking that creature gain first strike until end of turn.,0.20,fem
8075,Hand to Hand,{2}{R},3.0,During combat  players can't cast instant spells or activate abilities that aren't mana abilities.,0.40,tmp
8076,Magic Word,{2}{U},3.0,Enchant creature As This Card enters the battlefield  choose a word. Whisper the chosen word: Tap enchanted creature.,0.11,und
8077,Bee-Bee Gun,_,0.0,"Whenever you crank This Card  until end of turn  target creature gains ""{2}: This creature fights another target creature.""",0.37,ust
8078,Woodland Chasm,_,0.0,({T}: Add {B} or {G}.) This Card enters the battlefield tapped.,1.04,khm
8079,Firemind's Foresight,{5}{U}{R},7.0,Search your library for an instant card with mana value 3  reveal it  and put it into your hand. Then repeat this process for instant cards with mana values 2 and 1. Then shuffle.,0.20,dds
8080,Eat to Extinction,{3}{B},4.0,Exile target creature or planeswalker. Surveil 1. (Look at the top card of your library. You may put that card into your graveyard.),0.23,thb
8081,Trial of Ambition,{1}{B},2.0,When This Card enters the battlefield  target opponent sacrifices a creature. When a Cartouche enters the battlefield under your control  return This Card to its owner's hand.,0.19,akh
8082,Demon's Due,{3}{B},4.0,Scry 2  then draw two cards. You lose 2 life.,0.04,snc
8083,Healer's Headdress,{2},2.0,"Equipped creature gets +0/+2 and has ""{T}: Prevent the next 1 damage that would be dealt to any target this turn."" {W}{W}: Attach This Card to target creature you control. Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",0.07,5dn
8084,Violet Pall,{4}{B},5.0,Destroy target nonblack creature. Create a 1/1 black Faerie Rogue creature token with flying.,0.11,mor
8085,Jolrael's Favor,{1}{G},2.0,Flash Enchant creature {1}{G}: Regenerate enchanted creature.,0.15,pcy
8086,Izzet Guildgate,_,0.0,This Card enters the battlefield tapped. {T}: Add {U} or {R}.,0.15,c19
8087,I Bask in Your Silent Awe,_,0.0,(An ongoing scheme remains face up until it's abandoned.) Each opponent can't cast more than one spell each turn. At the beginning of your upkeep  if no opponent cast a spell since your last turn ended  abandon this scheme.,2.59,oarc
8088,Razor Pendulum,{4},4.0,At the beginning of each player's end step  if that player has 5 or less life  This Card deals 2 damage to that player.,1.72,mir
8089,Surgehacker Mech,{4},4.0,Menace When This Card enters the battlefield  it deals damage equal to twice the number of Vehicles you control to target creature or planeswalker an opponent controls. Crew 4,0.14,neo
8090,Sanity Grinding,{U}{U}{U},3.0,Chroma — Reveal the top ten cards of your library. For each blue mana symbol in the mana costs of the revealed cards  target opponent mills a card. Then put the cards you revealed this way on the bottom of your library in any order.,4.34,eve
8091,Exile into Darkness,{4}{B},5.0,Target player sacrifices a creature with mana value 3 or less. At the beginning of your upkeep  if you have more cards in hand than each opponent  you may return This Card from your graveyard to your hand.,0.14,sok
8092,Spell Shrivel,{2}{U},3.0,Devoid (This card has no color.) Counter target spell unless its controller pays {4}. If that spell is countered this way  exile it instead of putting it into its owner's graveyard.,0.08,bfz
8093,Enhanced Surveillance,{1}{U},2.0,You may look at an additional two cards each time you surveil. Exile This Card: Shuffle your graveyard into your library.,0.13,grn
8094,Locket of Yesterdays,{1},1.0,Spells you cast cost {1} less to cast for each card with the same name as that spell in your graveyard.,0.56,tsp
8095,Harmless Assault,{2}{W}{W},4.0,Prevent all combat damage that would be dealt this turn by attacking creatures.,0.05,roe
8096,Beacon of Immortality,{5}{W},6.0,Double target player's life total. Shuffle This Card into its owner's library.,3.58,10e
8097,Jace's Triumph,{2}{U},3.0,Draw two cards. If you control a Jace planeswalker  draw three cards instead.,0.04,war
8098,Precise Strike,{R},1.0,Target creature gets +1/+0 and gains first strike until end of turn.,0.03,aer
8099,The Fall of Kroog,{4}{R}{R},6.0,Choose target opponent. Destroy target land that player controls. This Card deals 3 damage to that player and 1 damage to each creature they control.,0.24,bro
8100,Synchronized Spellcraft,{4}{R},5.0,This Card deals 4 damage to target creature and X damage to that creature's controller  where X is the number of creatures in your party. (Your party consists of up to one each of Cleric  Rogue  Warrior  and Wizard.),0.06,znr
8101,Vessel of Ephemera,{1}{W},2.0,{2}{W}  Sacrifice This Card: Create two 1/1 white Spirit creature tokens with flying.,0.04,soi
8102,Implode,{4}{R},5.0,Destroy target land. Draw a card.,0.19,pls
8103,Steelclaw Lance,{B}{R},2.0,Equipped creature gets +2/+2. Equip Knight {1} Equip {3},0.04,eld
8104,Land Cap,_,0.0,This Card doesn't untap during your untap step if it has a depletion counter on it. At the beginning of your upkeep  remove a depletion counter from This Card. {T}: Add {W} or {U}. Put a depletion counter on This Card.,1.69,ice
8105,Vow of Lightning,{2}{R},3.0,Enchant creature Enchanted creature gets +2/+2  has first strike  and can't attack you or planeswalkers you control.,0.04,cmr
8106,Thriving Moor,_,0.0,This Card enters the battlefield tapped. As This Card enters the battlefield  choose a color other than black. {T}: Add {B} or one mana of the chosen color.,0.12,ncc
8107,Divine Favor,{1}{W},2.0,Enchant creature When This Card enters the battlefield  you gain 3 life. Enchanted creature gets +1/+3.,0.07,m15
8108,Diamond Kaleidoscope,{4},4.0,{3}  {T}: Create a 0/1 colorless Prism artifact creature token. Sacrifice a Prism token: Add one mana of any color.,2.07,vis
8109,Rhystic Circle,{2}{W}{W},4.0,{1}: Any player may pay {1}. If no one does  the next time a source of your choice would deal damage to you this turn  prevent that damage.,0.18,pcy
